127.0.0.1 - - [20/Sep/2017:09:28:49 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:57:54 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:57:54 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:57:54 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12338
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:57:54 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12332
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:59:56 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12483
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:01:04 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:17 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:19 +0800] "GET /vueTest/text.html HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:25 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:40 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:04:54 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12482
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:05:26 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
127.0.0.1 - - [20/Sep/2017:11:06:01 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:06:04 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:08:00 +0800] "GET /vueTest/text.html HTTP/1.1" 200 26
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:08:19 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:14:59 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:14:59 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:14:59 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:15:27 +0800] "GET /vueTest/text.html HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:15:30 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:01 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:12 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:25 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:26 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:27 +0800] "GET /vueTest/text.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:16:29 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:41 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:43 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12477
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:23:49 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12478
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:11 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12485
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:55 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:56 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:24:57 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12487
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:03 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:04 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12478
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:21 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12486
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:25:33 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:00 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:01 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:01 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12496
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:02 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:32:11 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12488
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:10 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12491
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:12 +0800] "GET /vueTest/text.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:34:33 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Sep/2017:11:34:52 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:48 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:49 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:11:42:50 +0800] "GET /vueTest/text.html HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/Sep/2017:12:17:17 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:12:17:17 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
